/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_14_463.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_14_463.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_14_463.jpg, 0, 0, 0, 7.807749E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_14_570.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_14_570.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_14_570.jpg, 0, 0, 0, 7.770828E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_14_690.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_14_690.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_14_690.jpg, 0, 0, 0, 7.789879E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_14_803.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_14_803.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_14_803.jpg, 0, 0, 0, 7.801635E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_14_904.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_14_904.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_14_904.jpg, 0, 0, 0, 7.997358E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_15_007.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_15_007.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_15_007.jpg, 0, 0, 0, 7.77405E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_15_109.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_15_109.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_15_109.jpg, 0, 0, 0, 8.323408E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_15_217.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_15_217.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_15_217.jpg, 0, 0, 0, 8.246159E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_15_318.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_15_318.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_15_318.jpg, 0, 0, 0, 7.965141E-05
/Users/jimk/Desktop/Data/IMG/center_2021_01_26_15_47_15_419.jpg, /Users/jimk/Desktop/Data/IMG/left_2021_01_26_15_47_15_419.jpg, /Users/jimk/Desktop/Data/IMG/right_2021_01_26_15_47_15_419.jpg, 0, 0, 0, 8.126502E-05
